tile,n_pixels,rmse,mae,bias,r2,true_mean,true_std,pred_mean,cci_sd_mean,cci_sd_rms,frac_sd_gt0,rmse_over_cci_sd,frac_within_1sd,frac_within_2sd
lat+64.5499_lon+016.1106_00074,65536,30.86024284362793,24.70961570739746,23.06321144104004,0.3330306118837447,48.111175537109375,37.78734588623047,71.17438507080078,20.41656494140625,26.536333084106445,0.828704833984375,1.1629430055618286,0.4006812741668201,0.7468974406186706
lat+64.6135_lon+015.7162_00081,65536,30.9339599609375,26.408000946044922,24.878005981445312,-0.07411629715029866,61.53265380859375,29.847631454467773,86.41065979003906,32.98359680175781,36.57414627075195,0.9695892333984375,0.8457876443862915,0.6760933541066679,0.9322348645798908
lat+64.5763_lon+016.5147_00095,65536,32.16850280761719,26.152450561523438,24.9248046875,0.025939080286753957,46.812713623046875,32.59400939941406,71.73751831054688,24.836074829101562,30.223440170288086,0.8802642822265625,1.0643560886383057,0.4848931338730087,0.83346911889615
lat+59.2437_lon+017.7532_00025,65536,33.221641540527344,25.425762176513672,-1.007778286933899,0.6384464306180084,52.07560729980469,55.25031661987305,51.06782913208008,29.087921142578125,42.41847229003906,0.59320068359375,0.7831880450248718,0.753112460129643,0.8976746578866138
lat+57.8499_lon+016.0531_00008,65536,34.35831069946289,29.24549102783203,-20.023351669311523,0.5703079123116581,101.38125610351562,52.41469955444336,81.35790252685547,59.68702697753906,67.3707275390625,0.89306640625,0.5099887251853943,0.9222594313832696,0.9546541826134499
lat+65.0768_lon+019.9520_00049,65536,38.0132942199707,32.25690841674805,30.727705001831055,-0.7407577554533202,52.05609130859375,28.81153106689453,82.78379821777344,29.779647827148438,33.94414520263672,0.932952880859375,1.119877815246582,0.4794413005789801,0.8314579176343594
lat+64.4943_lon+020.7998_00055,65536,40.753543853759766,35.19561004638672,33.48744201660156,-0.153605237346516,69.57742309570312,37.94344711303711,103.06486511230469,38.55131530761719,43.83815383911133,0.903411865234375,0.9296364188194275,0.6223186839171706,0.8860250650271931
lat+65.9148_lon+021.7863_00085,65536,41.11510467529297,35.310428619384766,31.656429290771484,-0.22145581365810973,77.15193176269531,37.20167922973633,108.80836486816406,45.13690185546875,49.97811508178711,0.92156982421875,0.8226621747016907,0.7426981919332406,0.9225610967613749
lat+64.2736_lon+020.8900_00062,65536,42.77908706665039,36.595619201660156,34.861534118652344,-0.42781945277267086,65.8125,35.80097579956055,100.67403411865234,33.77117919921875,38.23396682739258,0.884735107421875,1.1188764572143555,0.5067607188437792,0.8611983029215964
lat+66.3442_lon+021.3938_00056,65536,43.43307876586914,36.349647521972656,35.053951263427734,-1.603955054059314,66.92958068847656,26.91558837890625,101.98353576660156,37.48374938964844,40.587284088134766,0.9738006591796875,1.0701154470443726,0.5422523073066015,0.932277221517103
lat+65.2206_lon+020.4830_00004,65536,44.00337219238281,37.976539611816406,36.923500061035156,-0.8379518667695132,59.32206726074219,32.457786560058594,96.24557495117188,33.113128662109375,37.45090866088867,0.9459381103515625,1.1749614477157593,0.40964302421241106,0.8497894923620408
lat+66.8698_lon+022.6742_00019,65536,44.9232177734375,37.246360778808594,34.26762390136719,-1.3550631279496628,59.75932312011719,29.273157119750977,94.02694702148438,35.85316467285156,39.78799819946289,0.9391937255859375,1.1290645599365234,0.4955890237364137,0.9194164189046482
lat+64.4238_lon+020.3414_00098,65536,45.66341018676758,40.264259338378906,39.222496032714844,-0.9077065137004217,74.95753479003906,33.06073760986328,114.1800308227539,40.38395690917969,43.77442932128906,0.9439239501953125,1.0431525707244873,0.5139425486170608,0.9290182829246213
